firstname,lastname,gender
Serge,Ofori-Atta,1
Hazel,Darko,0
Antoine,Akakpo,1
Luna,Petrov,0
Therese,Hansen,0
Mamadou,Dogbe,1
Médar,Diallo,1
Fiona,Johansson,0
Ivan,Dossou,1
Lucy,Russo,0
Komla,Martinez,1
Didier,Ofori,1
Dzidzor,Sharma,0
Yawa,Ahove,1
Florence,Watanabe,0
Océane,Diawara,0
Paolo,Amegashie,1
Katia,Avoseh,0
Vera,Danquah,0
Ama,Larsson,0
Gifty,Diawara,0
Hugues,Esposito,1
Pascale,Djondo,0
Mélanie,Koffi,0
Mireille,Diallo,0
Etienne,Liu,1
Juan,Atsu,1
Manon,Takyi,0
Victor,Amekudzi,1
Wendy,Hounnou,0
Bella,Ayite,0
Cecilia,Gonzalez,0
Ursula,Amekudzi,0
Wei,Taylor,1
Efia,Santos,0
Johan,Chen,1
Brooklyn,Rossi,0
Komivi,Toure,1
Violette,Wilson,0
Fabrice,Simon,1
Essowaza,Zouma,1
Hubert,Ackah,1
Christopher,Novak,1
Antoine,Adzaho,1
Caleb,Hansen,1
Mireille,Davis,0
Atsuko,Schneider,0
Lily,Gbedemah,0
Michael,Kouyaté,1
Nadine,Agbodeka,0
ruth,Jones,0
Juan,Zhang,1
Ines,Ansah,0
Élise,Gbikpi,0
Ditoma,Kouassi,1
Michel,Zhang,1
Sophia,Takahashi,0
Maxime,Sylla,1
Lise,Ivanov,0
Stéphane,Dogbe,1
Éléonore,Ofosu,0
Essonani,Gnama,1
Olivier,Esposito,1
Wendy,Brown,0
Georges,Smith,1
Skylar,Djondo,0
Therese,Simon,0
Ludovic,Ayite,1
Téléky,Dogbe,1
Olivia,Miller,0
Marguerite,Alassani,0
Giselle,Ofosu,0
Sébastien,Santos,1
Sven,Koffi,1
Akua,Patel,0
Kafui,Williams,0
Joelle,Avoseh,0
Maëlle,Atsu,0
Philippine,Atsu,0
Katia,Adomako,0
Joelle,Sagna,0
Isabelle,Zhang,0
Yōsuke,Dogbe,1
Jorge,Jones,1
Dominique,Santos,1
François,Osei,1
Amandine,Awuku,0
Hiroshi,Atsu,1
Harper,Diallo,0
Omar,Zouma,1
Éric,Ayite,1
Régis,Gnama,1
Aurelie,Clark,0
Lei,Pereira,1
Quintine,Leroy,0
Stefan,Simon,1
Karine,Rossi,0
Cheikh,Silva,1
Elena,Sylla,0
Benoit,Sato,1
Roxane,Dossou,0
Hubert,Takyi,1
Margaux,Nyaku,0
Kossiwa,Osei,0
Cecilia,Koulibaly,0
Sabrina,Anani,0
Mamadou,Martinez,1
IDRISSOU,Amevor,1
Afi,Takyi,0
Madeline,Leroy,0
Leah,Attipoe,0
Elise,Ackah,0
Emeka,Ferreira,1
Fatoumata,Agbobli,0
Madeline,Bangoura,0
Philippe,Ocloo,1
Olivier,Batali,1
Théo,Schmidt,1
Lise,Amegashie,0
Estelle,Agyeman,0
Amélie,Amevor,0
Efia,Koffi,0
Bella,Li,0
Régis,Patel,1
Cheikh,Soglo,1
José,Baah,1
Lilou,Fischer,0
Azhar,Esposito,1
Kafui,Boateng,0
Edem,Akakpo-Doe,1
Dmitry,Avoseh,1
Éléonore,Djondo,0
Rebecca,Ocloo,0
LARE,Tetteh,1
Damien,Adzaho,1
Anthony,Aidoo,1
Éric,Martinez,1
Eliana,Watanabe,0
Komivi,Akakpo-Doe,1
Edem,Ofori,1
Amit,Ahove,1
Ivan,Amekudzi,1
Amouzou,Bakari,1
Adrien,Gnama,1
Axelle,Osei,0
Skylar,Gbedemah,0
Luís,Toure,1
Ali,Esposito,1
Lucy,Ofori,0
Dmitry,Foli,1
Fabrice,Sharma,1
Nathanael,Bakari,1
Hannah,Sato,0
Koffi-Doe,Djondo,1
Élise,Ferrari,0
Hassan,Ackah,1
Nadine,Jones,0
Koffi,Lawson,1
Rebecca,Larsson,0
Lise,Hounnou,0
Abena,Agbozo,0
Léa,Martinez,0
Mohamed,Amegantse,1
Zacharie,Kouassi,1
Camila,Takahashi,0
Lars,Hounnou,1
Charlène,Wilson,0
Jacques,Nyavor,1
Clara,Müller,0
Lily,Schmidt,0
Lilou,Hansen,0
Léa,Clark,0
Yaa,Chen,0
Xenia,Agyeman,0
Axelle,Diawara,0
Eliana,Togbe,0
Akakpo,Toure,1
Agbeko,Jones,1
Benoit,Jones,1
Abena,Amevor,0
Takashi,Koulibaly,1
Julia,Liu,0
Samuel,Morquette,1
Denis,Adomako,1
Efua,Agbozo,0
Émilie,Suzuki,0
Amandine,Darko,0
Sylvain,Hansen,1
Ditoma,Agbobli,1
Rémy,Santos,1
Clement,Dzokoto,1
Ines,Martinez,0
Alice,Watanabe,0
Mila,Adzaho,0
Rahul,Dogbe,1
Serena,Koffi,0
Isidore,Gbedemah,1
Johan,Miller,1
Isabelle,Rossi,0
Luna,Agyeman,0
Quintina,Agbobli,0
Élise,Soglo,0
Azhar,Liu,1
Médar,Agbobli,1
Edem,Sarr,1
Jean,Sato,1
Atsuko,Toure,0
Patrick,Lawson,1
Hilaire,Nyaku,1
Joelle,Koulibaly,0
Scarlett,Ansah,0
Émilie,Amevor,0
Catherine,Johansson,0
Ariana,Clark,0
Wei,Smith,1
Sergey,Soglo,1
Diego,Akoto,1
Kokouga,Gonzalez,1
Vijay,Takahashi,1
Joséphine,Sagna,0
Serena,Boateng,0
Sophie,Togbe,0
Didier,Avoseh,1
Amit,Agbozo,1
Adrien,Koulibaly,1
Adjoua,Adzaho,1
Samuel,Santos,1
Sylvain,Taylor,1
Atsuko,Gbikpi,0
Olivia,Amegantse,0
Zelda,Sharma,0
Riley,Watanabe,0
Arjun,Sato,1
Ilétou,Sarr,0
Nicolas,Esposito,1
Fleur,Asamoah,0
François,Akakpo-Doe,1
Louis,Mensah,1
Gifty,Chen,0
Amandine,Owusu,0
Inès,Lefebvre,0
Youssef,Morquette,1
Nana,Fischer,0
Klaus,Agyeman,1
Etienne,Baah,1
Luna,Andersen,0
Serge,Sarr,1
Matthew,Liu,1
João,Zouma,1
Boevi,Gbedemah,1
Juliette,Lopez,0
Paolo,Ofosu,1
Marion,Davis,0
Sven,Lefebvre,1
Bassooma,Takyi,1
Zacharie,Amekudzi,1
Fiona,Schneider,0
Koffi-Doe,Novak,1
Juliette,Morquette,0
Skylar,Gnama,0
Lise,Tchamye,0
Luis,Opoku,1
Genesis,Agbodeka,0
Raoul,Adzaho,1
Hans,Suzuki,1
Quenotte,Nyaku,0
Yuki,Asamoah,1
Odile,Liu,0
Yasmine,Koffi,0
Hannah,Batali,0
Youssef,Gnama,1
John,Santos,1
Joséphine,Johansson,0
Penelope,Ayite,0
Riley,Garcia,0
Paisley,Diallo,0
Julia,Aidoo,0
Ellie,Owusu,0
Emeka,Zongo,1
Amenyo,Chen,0
Lucy,Smith,0
Akosua,Simon,0
Anna,Novak,0
Serena,Asamoah,0
Nicolas,Akakpo,1
Odon,Morquette,1
Hubert,Wang,1
Roxane,Traoré,0
Adrien,Hounnou,1
Hiroshi,Fischer,1
Stefan,Wilson,1
Genesis,Kouadio,0
Abdel-Aziz,Silva,1
Madison,Tchamye,0
Cecilia,Ofosu,0
Delphine,Opoku,0
Paul,Gbikpi,1
Violet,Avoseh,0
Erik,Azamati,1
Mark,Akakpo,1
Marguerite,Kowalski,0
Amouzou,Nayo,1
Ludovic,Nyavor,1
Yannick,Diallo,1
Kevin,Nayo,1
Hilaire,Toure,1
Brian,Morquette,1
Cecilia,Owusu,0
Efia,Obodai,0
Odon,Rossi,1
Adjoua,Agyeman,1
Mila,Darko,0
Thibault,Clark,1
Serge,Abliza,1
Coralie,Sokpor,0
Jin,Abliza,1
Koffi-Doe,Santos,1
Giselle,Amekudzi,0
Véronique,Batali,0
Paulin,Agbobli,1
Clémence,Rodriguez,0
Marcel,Wilson,1
Olivier,Djondo,1
Adjoa,Ofori-Atta,0
Mark,Osei,1
Bèni,Amevor,1
Mila,Ayite,0
Hazel,Suzuki,0
Zinnia,Watanabe,0
Eliana,Aidoo,0
Maëlys,Ferrari,0
Hilaire,Sokpor,1
Azhar,Martinez,1
Matthew,Lopez,1
Noah,Awuku,1
Komla,Nayo,1
Luna,Patel,0
Ade,Chen,1
Damien,Liu,1
Tunde,Patel,1
Coralie,Ofori-Atta,0
Amandine,Durand,0
Hailey,Amekudzi,0
Victor,Ivanov,1
Azhar,Zoungrana,1
Didi,Schneider,1
Jin,Attipoe,1
Penelope,Diallo,0
Donald,Chen,1
Lucy,Diawara,0
Helene,Osei,0
Bèni,Zouma,1
Quentin,Liu,1
Émilie,Takahashi,0
Ayouba,Leroy,1
Nathalie,Sharma,0
Margot,Durand,0
Caleb,Suzuki,1
Mamadou,Agbobli,1
Tania,Miller,0
Sophia,Traoré,0
Pascale,Mensah,0
Marguerite,Durand,0
Christopher,Agbodeka,1
Ulysse,Russo,1
Valentine,Diallo,0
Adrien,Adomako,1
Lucy,Asamoah,0
Michel,Tchamye,1
Robert,Moreau,1
Peter,Djondo,1
Valerie,Lawson,0
Élodie,Nayo,0
Mawuli,Kowalski,1
Mélanie,Anani,0
Joshua,Amegantse,1
Blandine,Andersen,0
Kafui,Owusu,0
Kenneth,Weber,1
Blandine,Liu,0
Adrien,Davis,1
Gaston,Attipoe,1
Donald,Adomako,1
Paulin,Nkrumah,1
Fatoumata,Martinez,0
Catherine,Koulibaly,0
Nadine,Sokpor,0
Akosua,Agyeman,0
Éric,Awuku,1
Violette,Koffi,0
Nathanael,Johnson,1
Hussein,Rossi,1
Koffi,Pereira,1
Juan,Sylla,1
Therese,Garcia,0
Penelope,Sokpor,0
Mamadou,Hounnou,1
Ali,Sarr,1
David,Amouzou,1
Marcel,Akakpo-Doe,1
Bella,Awuku,0
Richard,Moreau,1
Laura,Takyi,0
Éléonore,Obodai,0
Lucie,Jones,0
Mansan,Zouma,0
Clémence,Nayo,0
Anna,Atsu,0
Hans,Gbedemah,1
Lily,Alassani,0
Aaliyah,Lefebvre,0
Luis,Nyavor,1
Kenneth,Osei,1
Véronique,Opoku,0
Tina,Santos,0
Mahmoud,Ayigbe,1
Tristan,Ansah,1
Winnie,Togbe,0
Camille,Dossou,0
Wendy,Kouyaté,0
Philippine,Baah,0
Takashi,Adzaho,1
Mohamed,Ofosu,1
Stéphane,Traoré,1
Éléonore,Zongo,0
Adrien,Dogbe,1
Fiosron,Quist,0
Alice,Sato,0
Martine,Foli,0
José,Gbedemah,1
Gifty,Rossi,0
Adeyemi,Tanaka,1
Miguel,Takyi,1
Élodie,Pereira,0
Akosua,Bangoura,0
Marco,Sylla,1
Awura,Kouyaté,0
Christopher,Darko,1
Erik,Bakari,1
Fiosron,Takahashi,0
Jacqueline,Smith,0
Hiroshi,Esposito,1
Hazel,Diallo,0
Vera,Lefebvre,0
Paolo,Rodriguez,1
Simone,Baah,0
Henri,Boateng,1
Awura,Ackah,0
Odile,Dzokoto,0
Fatoumata,Li,0
Kevin,Simon,1
Liliane,Moreau,0
Adeline,Avoseh,0
Henri,Wang,1
Beatrice,Agyeman,0
Pascale,Larsson,0
Léa,Zoungrana,0
Franck,Gbikpi,1
Youssef,Larsson,1
Willy,Dogbe,1
Roseline,Danquah,0
Skylar,Gupta,0
Florence,Singh,0
Etienne,Taylor,1
Robert,Djondo,1
Mazamesso,Alassani,1
David,Fischer,1
Violette,Zhang,0
Irene,Santos,0
Dzidzor,Mensah,0
Joelle,Jones,0
Arjun,Jones,1
Lilou,Williams,0
Aria,Lefebvre,0
Adrien,Alassani,1
Essonani,Zouma,1
Carlos,Garcia,1
Adwoa,Azamati,0
Wendy,Zhang,0
Nathalie,Dogbe,0
Franck,Fischer,1
Élise,Koulibaly,0
Scarlett,Zoungrana,0
Ulysse,Foli,1
Jorge,Williams,1
Anaïs,Takyi,0
Peter,Durand,1
Benoit,Gupta,1
Yves,Miller,1
Helena,Batali,0
Xavier,Batali,1
Ximena,Chen,0
Audrey,Takahashi,0
Emeka,Li,1
Mark,Liu,1
Segun,Takahashi,1
Wenceslas,Attipoe,1
Yves,Nayo,1
Hassan,Ahove,1
Xaviera,Schmidt,0
Laure,Gupta,0
Andrew,Leroy,1
Lise,Müller,0
Georges,Tchamye,1
Lars,Amekudzi,1
Zélie,Attipoe,0
Yaa,Andersen,0
Erik,Nyaku,1
Violet,Andersen,0
Nicolas,Khan,1
Cédric,Nayo,1
Emma,Nkrumah,0
Cheikh,Petrov,1
Sophie,Rossi,0
Chloe,Lawson,0
Raoul,Danquah,1
Hans,Ivanov,1
Abdel-Aziz,Amegantse,1
Adwoa,Kouadio,0
Louna,Kouadio,0
Denis,Dzokoto,1
Pascal,Boateng,1
Luis,Müller,1
Ibrahim,Lawson,1
Ariana,Foli,0
Tatiana,Takahashi,0
Benoit,Boateng,1
Winnie,Adzaho,0
Hussein,Schneider,1
Mawuli,Ofori,1
Folly,Rodriguez,1
Yawa,Kowalski,1
Thibault,Nyavor,1
Dodji,Mensah,1
IDRISSOU,Amegantse,1
Didi,Zhang,1
Victoria,Amekudzi,0
Gilles,Novak,1
Ezechiel,Takahashi,1
Isabella,Nyavor,0
Queen,Dzokoto,0
Akakpo,Chen,1
Juliette,Sagna,0
Katherine,Rodriguez,0
Akua,Johansson,0
Diego,Ayite,1
Mélanie,Abliza,0
Grace,Danquah,0
Rebecca,Togbe,0
Essonani,Boateng,1
Hailey,Sokpor,0
Henri,Davis,1
Odon,Müller,1
Violette,Mensah,0
Miguel,Larsson,1
Océane,Osei,0
Joseph,Sokpor,1
Caleb,Boateng,1
Dodji,Davis,1
Laurent,Clark,1
François,Sarr,1
Amélie,Davis,0
Winnie,Sagna,0
Océana,Akoto,0
Viviane,Amekudzi,0
Hailey,Sharma,0
Sergey,Asamoah,1
Thibault,Wilson,1
Violet,Silva,0
Lars,Gupta,1
Benoit,Johansson,1
Ursule,Amekudzi,0
Wanda,Jones,0
Inès,Santos,0
Juliette,Petrov,0
Daniel,Gbikpi,1
Paulin,Smith,1
Helene,Santos,0
Éléonore,Miller,0
Nathanael,Morquette,1
Damien,Ocloo,1
Ursula,Sylla,0
Ezechiel,Rossi,1
Mila,Novak,0
Aurora,Agbodeka,0
Tatiana,Larsson,0
Grace,Ayite,0
Amélie,Ferreira,0
Roxane,Zoungrana,0
Giuseppe,Patel,1
Fabrice,Takyi,1
Aaliyah,Ayigbe,0
Takashi,Ansah,1
Rachelle,Russo,0
Marine,Togbe,0
Jacques,Attipoe,1
Donald,Garcia,1
Yuki,Awuku,1
François,Chen,1
William,Sato,1
Akossiwa,Tanaka,0
Yaa,Agyeman,0
Stéphane,Morquette,1
Éric,Abliza,1
Dominique,Agyeman,1
Clara,Sarr,0
Chike,Danquah,1
Samuel,Aidoo,1
Hubert,Rodriguez,1
Téléky,Müller,1
Aleksandr,Attipoe,1
Gbenga,Gonzalez,1
Cheikh,Dossou,1
Théo,Gbikpi,1
Justine,Foli,0
Odile,Sokpor,0
Vincent,Diawara,1
Yaa,Ayite,0
Yolande,Diallo,0
Antoine,Davis,1
Genesis,Suzuki,0
Beatrice,Agbodeka,0
Didier,Adzaho,1
Amouzou,Agbozo,1
David,Osei,1
José,Akoto,1
Maxime,Atsu,1
John,Fischer,1
Valerie,Takahashi,0
Hannah,Rodriguez,0
Mansan,Hounnou,0
Cécilia,Ocloo,0
Kokou,Ackah,1
Beatrice,Suzuki,0
Emeka,Sylla,1
Laurent,Rossi,1
Ezechiel,Obodai,1
Marguerite,Nayo,0
Eliana,Quist,0
Daniel,Hounnou,1
Cécilia,Jones,0
Pierrette,Morquette,0
Valerie,Amekudzi,0
Pierrette,Sagna,0
IDRISSOU,Khan,1
Luc,Ackah,1
Hubert,Foli,1
Roxane,Kouadio,0
Komivi,Taylor,1
Anthony,Osei,1
Rachelle,Diallo,0
Akosua,Kouyaté,0
Hiroshi,Amegashie,1
Catherine,Agbobli,0
Giselle,Ocloo,0
Gifty,Sagna,0
Julia,Ansah,0
Lise,Simon,0
Esso,Mensah,1
Perrine,Nayo,0
Gildas,Traoré,1
Raymond,Opoku,1
João,Leroy,1
Hailey,Obodai,0
Quintine,Li,0
Aurora,Ofosu,0
Marco,Tetteh,1
Joséphine,Watanabe,0
Blandine,Russo,0
Remi,Jones,1
Amit,Lopez,1
Abdel-Aziz,Adzaho,1
Benoit,Ferrari,1
Antoine,Liu,1
Victor,Johansson,1
Fatoumata,Gbedemah,0
Zoe,Esposito,0
Catherine,Tchamye,0
Marine,Darko,0
Julie,Sokpor,0
Sophia,Sato,0
Sébastien,Miller,1
Ama,Takahashi,0
Amelia,Kouadio,0
Kwadwo,Ansah,1
Chike,Sokpor,1
Francisco,Opoku,1
Eloise,Fischer,0
Juliette,Ackah,0
James,Bakari,1
Manon,Schneider,0
Blandine,Nyavor,0
Abiré,Leroy,0
Aaliyah,Foli,0
Charlène,Ansah,0
Ade,Taylor,1
Rachelle,Amevor,0
Sven,Ocloo,1
Efia,Liu,0
Sylvain,Larsson,1
Gildas,Adomako,1
Michael,Chen,1
Ade,Nayo,1
Elena,Ofori-Atta,0
Yvette,Zouma,0
Rahul,Andersen,1
Mélanie,Baah,0
Marine,Sagna,0
Kwesi,Hansen,1
Gilles,Moussa,1
Yves,Kowalski,1
Denis,Darko,1
Hilaire,Liu,1
Leah,Mensah,0
Therese,Asamoah,0
Henri,Akoto,1
Clement,Tchamye,1
Essowaza,Agyeman,1
Willy,Owusu,1
Harper,Moreau,0
Yawa,Simon,1
Théo,Agbobli,1
Wanda,Soglo,0
Zoé,Petrov,0
Andrew,Ackah,1
Akakpo,Dossou,1
Atsuko,Johansson,0
Amenyo,Gnama,0
Johan,Djondo,1
Valentine,Koffi,0
Gabriella,Ahove,0
Isabelle,Koulibaly,0
Hortense,Hounnou,0
Quentin,Johansson,1
Perrine,Russo,0
Johan,Diallo,1
Élodie,Bakari,0
Gildas,Morquette,1
Inès,Mensah,0
Katia,Johansson,0
Fiona,Obodai,0
Cécilia,Mensah,0
Mawuli,Owusu,1
Akossiwa,Wilson,0
Séraphine,Alassani,0
Odile,Alassani,0
Inès,Johnson,0
Yawa,Gbedemah,1
Giselle,Dogbe,0
Abigail,Darko,0
Patience,Boateng,0
Quenotte,Baah,0
Anna,Attipoe,0
Gabriella,Pereira,0
Marie,Diabre,0
Joshua,Nkrumah,1
Cecile,Schmidt,0
Léa,Ackah,0
Charles,Osei,1
Cheikh,Togbe,1
Francisco,Smith,1
Zacharie,Koffi,1
Elena,Ofosu,0
Hiroshi,Russo,1
Brooklyn,Kouadio,0
Isabella,Azamati,0
Christophe,Nayo,1
Stefan,Novak,1
Wendy,Miller,0
Elise,Taylor,0
Léa,Davis,0
Akowé,Foli,1
Rebecca,Adzaho,0
Lucy,Kouyaté,0
Clémence,Diallo,0
Maëlys,Hansen,0
Samira,Baah,0
Louis,Rossi,1
Hans,Rossi,1
Lars,Togbe,1
Pedro,Hansen,1
Valentine,Zouma,0
Lydia,Sato,0
Annabelle,Obodai,0
Adrien,Baah,1
Harper,Abliza,0
Oluwaseun,Miller,1
Sébastien,Koffi,1
Damien,Sharma,1
Adeline,Diawara,0
Therese,Darko,0
Bella,Patel,0
Victor,Zongo,1
Afia,Sagna,0
Vincent,Dogbe,1
Harper,Chen,0
Georges,Ferreira,1
Elise,Sato,0
Kokouga,Rossi,1
Damien,Jones,1
Katherine,Watanabe,0
Samuel,Agyeman,1
Ludovic,Soglo,1
Jacqueline,Awuku,0
Théo,Kowalski,1
Cédric,Pereira,1
Andrew,Koffi,1
Bèni,Sagna,1
Odon,Djondo,1
Samuel,Ahove,1
Inès,Ansah,0
Ditoma,Gbedemah,1
Rachelle,Zongo,0
Nadine,Dogbe,0
Giuseppe,Zongo,1
Grace,Gonzalez,0
Mohamed,Zoungrana,1
Genesis,Gonzalez,0
Lucy,Liu,0
Jürgen,Khan,1
Queen,Akoto,0
Youssef,Agbodeka,1
François,Kowalski,1
Therese,Osei,0
Hans,Akoto,1
Amelia,Rodriguez,0
Mireille,Wang,0
Gildas,Kouassi,1
Robert,Ansah,1
Abdel-Aziz,Nayo,1
Irene,Quist,0
Steven,Takahashi,1
Christopher,Akakpo-Doe,1
Paisley,Atsu,0
Patrick,Sokpor,1
Queen,Quist,0
Zelda,Ferrari,0
Kwadwo,Rossi,1
Mazamesso,Gupta,1
Clara,Kouadio,0
Anaïs,Petrov,0
Coralie,Opoku,0
Zelda,Ivanov,0
Odette,Andersen,0
Michel,Danquah,1
Adrien,Rossi,1
Marcus,Gbedemah,1
Gaston,Silva,1
Hussein,Sylla,1
Lucy,Ofori-Atta,0
Eloise,Sarr,0
Gabriella,Fischer,0
Pedro,Novak,1
Miguel,Dossou,1
Steven,Batali,1
Diego,Aidoo,1
Marion,Li,0
Liliane,Gbikpi,0
Méyébinesso,Ofori-Atta,1
Emmanuel,Ofori,1
Jean,Amevor,1
Laurent,Ferreira,1
Patrick,Darko,1
Kofi,Koffi,1
Estelle,Obodai,0
LARE,Takyi,1
Jean,Alassani,1
Noah,Mensah,1
Isabella,Morquette,0
Kwame,Jones,1
Patrick,Müller,1
Simone,Agbodeka,0
Essonani,Agbozo,1
Etienne,Traoré,1
Tunde,Weber,1
Jean,Toure,1
Richard,Traoré,1
Bèni,Diabre,1
Jacques,Tetteh,1
Marcus,Diawara,1
François,Amegashie,1
Martine,Diawara,0
Marion,Traoré,0
Hans,Amegashie,1
Dodji,Ofosu,1
Élodie,Simon,0
Giuseppe,Agbodeka,1
Thibault,Johansson,1
Yannick,Larsson,1
Kokouga,Zongo,1
Elena,Agbobli,0
Lucie,Kouassi,0
Riley,Diawara,0
Aaliyah,Hansen,0
Zelda,Ocloo,0
Rosalie,Nyavor,0
Samira,Watanabe,0
Hannah,Zouma,0
Didi,Silva,1
Tunde,Sokpor,1
Thibault,Simon,1
Gaston,Rossi,1
Komivi,Akoto,1
Raoul,Kouadio,1
Marguerite,Zoungrana,0
Segun,Quist,1
Margot,Diabre,0
Quenotte,Asamoah,0
Régis,Sylla,1
Awura,Garcia,0
Kossiwa,Adomako,0
Adrien,Russo,1
Richard,Wang,1
Madison,Aidoo,0
Danielle,Nkrumah,0
Patience,Tchamye,0
Xavier,Zouma,1
Lei,Hansen,1
Victor,Ofosu,1
Koffi-Doe,Nyaku,1
Georges,Akakpo-Doe,1
Akossiwa,Amekudzi,0
Rémy,Lawson,1
Katia,Obodai,0
Danielle,Foli,0
Vijay,Ferreira,1
Viviane,Brown,0
Nicolette,Adzaho,0
Tunde,Darko,1
Pascal,Santos,1
Rahul,Asamoah,1
Maïwenn,Bangoura,0
William,Zhang,1
Xavier,Watanabe,1
Hazel,Silva,0
Sabrina,Chen,0
David,Ofosu,1
Scarlett,Akoto,0
Noah,Zhang,1
Diane,Simon,0
Willy,Kouassi,1
Roxane,Nkrumah,0
Dodji,Müller,1
Rahul,Williams,1
Florence,Li,0
Bassooma,Williams,1
Johan,Larsson,1
Tristan,Koulibaly,1
Margot,Williams,0
Nora,Awuku,0
Didier,Ofori-Atta,1
Laure,Clark,0
Mamadou,Larsson,1
David,Lopez,1
Xavier,Foli,1
Harper,Nkrumah,0
Kwadwo,Toure,1
Ahmed,Ayigbe,1
Amandine,Miller,0
Méyébinesso,Tchamye,1
Charles,Azamati,1
Sarah,Danquah,0
Nathalie,Agbodeka,0
Valentine,Singh,0
Odette,Diawara,0
Ava,Boateng,0
Hugues,Toure,1
Arnaud,Mensah,1
Méyébinesso,Tetteh,1
Ivan,Batali,1
Valerie,Azamati,0
Gérard,Takyi,1
Yōsuke,Lopez,1
Yuki,Togbe,1
Arnaud,Brown,1
Kouadio,Ofori-Atta,1
Hussein,Koffi,1
Maxime,Silva,1
Joelle,Soglo,0
Olivier,Attipoe,1
Omar,Nyaku,1
Olivia,Li,0
Sergey,Jones,1
Genesis,Dogbe,0
Raoul,Awuku,1
Jean,Awuku,1
Sebastian,Ackah,1
Brooklyn,Wang,0
Yaa,Kouadio,0
Zoé,Abliza,0
Ali,Russo,1
Arnaud,Ayigbe,1
Komivi,Müller,1
Léa,Kouassi,0
Quintine,Gnama,0
Liliane,Ayite,0
Matthew,Baah,1
Lucy,Koulibaly,0
Karine,Brown,0
Louna,Agbodeka,0
Cecilia,Aidoo,0
Lucy,Sagna,0
Valentine,Gupta,0
Blandine,Gonzalez,0
Christopher,Rossi,1
Rosalie,Djondo,0
Jorge,Andersen,1
Victoria,Koulibaly,0
Maxime,Davis,1
Chloe,Akakpo-Doe,0
Innocent,Hansen,1
Amélie,Brown,0
Joelle,Santos,0
Jorge,Sylla,1
Gifty,Müller,0
Genesis,Simon,0
Nadine,Ferrari,0
Yaa,Takahashi,0
Amit,Suzuki,1
Juliette,Williams,0
Afi,Boateng,0
Bernard,Abliza,1
Charlène,Opoku,0
Gbenga,Kouassi,1
Julie,Fischer,0
Aline,Akakpo-Doe,0
Hailey,Akakpo,0
Vijay,Azamati,1
Francisco,Djondo,1
Adrien,Khan,1
Bèni,Ofosu,1
Xaviera,Nyaku,0
Ximena,Müller,0
Yao,Martinez,1
Abigail,Gonzalez,0
Dzidzor,Zouma,0
Tania,Morquette,0
ruth,Rossi,0
Elise,Agbozo,0
Isabelle,Avoseh,0
Jürgen,Akakpo-Doe,1
Arjun,Nyavor,1
Maxime,Schmidt,1
Chike,Williams,1
Genevieve,Nayo,0
Nora,Clark,0
Stella,Opoku,0
Omar,Ocloo,1
Omar,Agbobli,1
Valentine,Aidoo,0
Amit,Garcia,1
Donald,Ahove,1
Yawa,Takyi,1
Nicolette,Agbobli,0
Mansan,Ofori-Atta,0
Hailey,Osei,0
Pedro,Sato,1
Stefan,Leroy,1
Amenyo,Soglo,0
Séraphine,Schneider,0
Brooklyn,Garcia,0
Delphine,Sharma,0
Lise,Bakari,0
Anna,Agbozo,0
Brigitte,Esposito,0
Amelia,Takyi,0
Amélie,Schmidt,0
Francisco,Clark,1
Isabella,Foli,0
Océana,Sato,0
Ulysse,Darko,1
Lars,Foli,1
Régis,Boateng,1
Joshua,Nayo,1
Mamadou,Santos,1
Leah,Chen,0
Julien,Nyaku,1
Inès,Takyi,0
Abdoulaye,Toure,1
Ava,Ackah,0
Mohamed,Opoku,1
Kevin,Zongo,1
Alain,Lawson,1
Fleur,Rodriguez,0
Abdel-Aziz,Akoto,1
Henri,Lopez,1
Gifty,Owusu,0
Olivier,Leroy,1
Luis,Leroy,1
Rahul,Amegashie,1
Séraphine,Kouadio,0
Fiifi,Li,1
Mensah,Ayite,1
Sven,Akoto,1
Ophelie,Koffi,0
Awura,Larsson,0
Zoe,Ofori,0
Ava,Alassani,0
Komla,Osei,1
Kevin,Russo,1
Adeyemi,Sokpor,1
Méyébinesso,Chen,1
Ezechiel,Alassani,1
Mélanie,Petrov,0
Vijay,Lawson,1
Louis,Amegashie,1
Marine,Amouzou,0
Cécilia,Lopez,0
Caleb,Amegantse,1
Queen,Esposito,0
Odon,Garcia,1
Kwadwo,Durand,1
Talitha,Durand,0
Yuki,Sarr,1
Peter,Anani,1
Camila,Atsu,0
Mansan,Sokpor,0
Cheikh,Agbodeka,1
Rebecca,Ofori-Atta,0
Jean-Pierre,Obodai,1
Olivia,Amevor,0
Segun,Simon,1
Laurent,Kowalski,1
Brian,Zongo,1
Quintine,Rossi,0
Charles,Jones,1
Jin,Zhang,1
Pierrette,Gupta,0
Karine,Djondo,0
Abdel-Aziz,Azamati,1
Violette,Andersen,0
Fiosron,Alassani,0
Sophia,Moreau,0
Nadine,Dzokoto,0
Scarlett,Aidoo,0
Zara,Toure,0
Caleb,Sarr,1
Allison,Moreau,0
Éléonore,Traoré,0
Kwame,Ansah,1
Adjoua,Asamoah,1
David,Li,1
Skylar,Ackah,0
Andrew,Pereira,1
Giselle,Sharma,0
Luís,Tanaka,1
Pedro,Akakpo-Doe,1
Joseph,Dossou,1
Théo,Batali,1
Harper,Bakari,0
